key,tier,bn_quality,language,tokenizer,token_count,word_count_en
T2-28,T2,clean,Yoruba,qwen2.5_7b,244.0,49
T2-28,T2,clean,English,mistral_7b_v0.1,53.0,49
T2-28,T2,clean,Bengali,mistral_7b_v0.1,361.0,49
T2-28,T2,clean,Hindi,mistral_7b_v0.1,315.0,49
T2-28,T2,clean,Arabic,mistral_7b_v0.1,207.0,49
T2-28,T2,clean,Tamil,mistral_7b_v0.1,448.0,49
T2-28,T2,clean,Yoruba,mistral_7b_v0.1,270.0,49
T2-29,T2,clean,English,tiktoken_o200k,53.0,49
T2-29,T2,clean,Bengali,tiktoken_o200k,101.0,49
T2-29,T2,clean,Hindi,tiktoken_o200k,85.0,49
T2-29,T2,clean,Arabic,tiktoken_o200k,61.0,49
T2-29,T2,clean,Tamil,tiktoken_o200k,122.0,49
T2-29,T2,clean,Yoruba,tiktoken_o200k,135.0,49
T2-29,T2,clean,English,qwen2.5_7b,53.0,49
T2-29,T2,clean,Bengali,qwen2.5_7b,322.0,49
T2-29,T2,clean,Hindi,qwen2.5_7b,274.0,49
T2-29,T2,clean,Arabic,qwen2.5_7b,71.0,49
T2-29,T2,clean,Tamil,qwen2.5_7b,379.0,49
T2-29,T2,clean,Yoruba,qwen2.5_7b,180.0,49
T2-29,T2,clean,English,mistral_7b_v0.1,54.0,49
T2-29,T2,clean,Bengali,mistral_7b_v0.1,338.0,49
T2-29,T2,clean,Hindi,mistral_7b_v0.1,311.0,49
T2-29,T2,clean,Arabic,mistral_7b_v0.1,175.0,49
T2-29,T2,clean,Tamil,mistral_7b_v0.1,389.0,49
T2-29,T2,clean,Yoruba,mistral_7b_v0.1,205.0,49
T2-30,T2,clean,English,tiktoken_o200k,54.0,49
T2-30,T2,clean,Bengali,tiktoken_o200k,89.0,49
T2-30,T2,clean,Hindi,tiktoken_o200k,97.0,49
T2-30,T2,clean,Arabic,tiktoken_o200k,69.0,49
T2-30,T2,clean,Tamil,tiktoken_o200k,104.0,49
T2-30,T2,clean,Yoruba,tiktoken_o200k,133.0,49
T2-30,T2,clean,English,qwen2.5_7b,54.0,49
T2-30,T2,clean,Bengali,qwen2.5_7b,272.0,49
T2-30,T2,clean,Hindi,qwen2.5_7b,276.0,49
T2-30,T2,clean,Arabic,qwen2.5_7b,74.0,49
T2-30,T2,clean,Tamil,qwen2.5_7b,377.0,49
T2-30,T2,clean,Yoruba,qwen2.5_7b,181.0,49
T2-30,T2,clean,English,mistral_7b_v0.1,55.0,49
T2-30,T2,clean,Bengali,mistral_7b_v0.1,294.0,49
T2-30,T2,clean,Hindi,mistral_7b_v0.1,316.0,49
T2-30,T2,clean,Arabic,mistral_7b_v0.1,192.0,49
T2-30,T2,clean,Tamil,mistral_7b_v0.1,381.0,49
T2-30,T2,clean,Yoruba,mistral_7b_v0.1,201.0,49
T3-01,T3,clean,English,tiktoken_o200k,106.0,94
T3-01,T3,clean,Bengali,tiktoken_o200k,194.0,94
T3-01,T3,clean,Hindi,tiktoken_o200k,172.0,94
T3-01,T3,clean,Arabic,tiktoken_o200k,141.0,94
T3-01,T3,clean,Tamil,tiktoken_o200k,180.0,94
T3-01,T3,clean,Yoruba,tiktoken_o200k,219.0,94
T3-01,T3,clean,English,qwen2.5_7b,106.0,94
T3-01,T3,clean,Bengali,qwen2.5_7b,587.0,94
T3-01,T3,clean,Hindi,qwen2.5_7b,474.0,94
T3-01,T3,clean,Arabic,qwen2.5_7b,162.0,94
T3-01,T3,clean,Tamil,qwen2.5_7b,625.0,94
T3-01,T3,clean,Yoruba,qwen2.5_7b,301.0,94
T3-01,T3,clean,English,mistral_7b_v0.1,108.0,94
T3-01,T3,clean,Bengali,mistral_7b_v0.1,566.0,94
T3-01,T3,clean,Hindi,mistral_7b_v0.1,535.0,94
T3-01,T3,clean,Arabic,mistral_7b_v0.1,396.0,94
T3-01,T3,clean,Tamil,mistral_7b_v0.1,651.0,94
T3-01,T3,clean,Yoruba,mistral_7b_v0.1,319.0,94
T3-02,T3,clean,English,tiktoken_o200k,109.0,91
T3-02,T3,clean,Bengali,tiktoken_o200k,181.0,91
T3-02,T3,clean,Hindi,tiktoken_o200k,176.0,91
T3-02,T3,clean,Arabic,tiktoken_o200k,166.0,91
T3-02,T3,clean,Tamil,tiktoken_o200k,217.0,91
T3-02,T3,clean,Yoruba,tiktoken_o200k,261.0,91
T3-02,T3,clean,English,qwen2.5_7b,108.0,91
T3-02,T3,clean,Bengali,qwen2.5_7b,498.0,91
T3-02,T3,clean,Hindi,qwen2.5_7b,491.0,91
T3-02,T3,clean,Arabic,qwen2.5_7b,196.0,91
T3-02,T3,clean,Tamil,qwen2.5_7b,665.0,91
T3-02,T3,clean,Yoruba,qwen2.5_7b,348.0,91
T3-02,T3,clean,English,mistral_7b_v0.1,121.0,91
T3-02,T3,clean,Bengali,mistral_7b_v0.1,527.0,91
T3-02,T3,clean,Hindi,mistral_7b_v0.1,553.0,91
T3-02,T3,clean,Arabic,mistral_7b_v0.1,467.0,91
T3-02,T3,clean,Tamil,mistral_7b_v0.1,712.0,91
T3-02,T3,clean,Yoruba,mistral_7b_v0.1,389.0,91
T3-03,T3,clean,English,tiktoken_o200k,90.0,80
T3-03,T3,clean,Bengali,tiktoken_o200k,159.0,80
T3-03,T3,clean,Hindi,tiktoken_o200k,169.0,80
T3-03,T3,clean,Arabic,tiktoken_o200k,122.0,80
T3-03,T3,clean,Tamil,tiktoken_o200k,182.0,80
T3-03,T3,clean,Yoruba,tiktoken_o200k,193.0,80
T3-03,T3,clean,English,qwen2.5_7b,89.0,80
T3-03,T3,clean,Bengali,qwen2.5_7b,507.0,80
T3-03,T3,clean,Hindi,qwen2.5_7b,471.0,80
T3-03,T3,clean,Arabic,qwen2.5_7b,145.0,80
T3-03,T3,clean,Tamil,qwen2.5_7b,585.0,80
T3-03,T3,clean,Yoruba,qwen2.5_7b,261.0,80
T3-03,T3,clean,English,mistral_7b_v0.1,94.0,80
T3-03,T3,clean,Bengali,mistral_7b_v0.1,519.0,80
T3-03,T3,clean,Hindi,mistral_7b_v0.1,517.0,80
T3-03,T3,clean,Arabic,mistral_7b_v0.1,336.0,80
T3-03,T3,clean,Tamil,mistral_7b_v0.1,621.0,80
T3-03,T3,clean,Yoruba,mistral_7b_v0.1,298.0,80
T3-04,T3,clean,English,tiktoken_o200k,113.0,99
T3-04,T3,clean,Bengali,tiktoken_o200k,203.0,99
T3-04,T3,clean,Hindi,tiktoken_o200k,175.0,99
T3-04,T3,clean,Arabic,tiktoken_o200k,142.0,99
T3-04,T3,clean,Tamil,tiktoken_o200k,225.0,99
T3-04,T3,clean,Yoruba,tiktoken_o200k,247.0,99
T3-04,T3,clean,English,qwen2.5_7b,112.0,99
T3-04,T3,clean,Bengali,qwen2.5_7b,603.0,99
T3-04,T3,clean,Hindi,qwen2.5_7b,513.0,99
T3-04,T3,clean,Arabic,qwen2.5_7b,176.0,99
T3-04,T3,clean,Tamil,qwen2.5_7b,753.0,99
T3-04,T3,clean,Yoruba,qwen2.5_7b,328.0,99
T3-04,T3,clean,English,mistral_7b_v0.1,116.0,99
T3-04,T3,clean,Bengali,mistral_7b_v0.1,608.0,99
T3-04,T3,clean,Hindi,mistral_7b_v0.1,567.0,99
T3-04,T3,clean,Arabic,mistral_7b_v0.1,392.0,99
T3-04,T3,clean,Tamil,mistral_7b_v0.1,814.0,99
T3-04,T3,clean,Yoruba,mistral_7b_v0.1,381.0,99
T3-05,T3,clean,English,tiktoken_o200k,103.0,92
T3-05,T3,clean,Bengali,tiktoken_o200k,167.0,92
T3-05,T3,clean,Hindi,tiktoken_o200k,164.0,92
T3-05,T3,clean,Arabic,tiktoken_o200k,124.0,92
T3-05,T3,clean,Tamil,tiktoken_o200k,198.0,92
T3-05,T3,clean,Yoruba,tiktoken_o200k,236.0,92
T3-05,T3,clean,English,qwen2.5_7b,102.0,92
T3-05,T3,clean,Bengali,qwen2.5_7b,519.0,92
T3-05,T3,clean,Hindi,qwen2.5_7b,450.0,92
T3-05,T3,clean,Arabic,qwen2.5_7b,157.0,92
T3-05,T3,clean,Tamil,qwen2.5_7b,634.0,92
T3-05,T3,clean,Yoruba,qwen2.5_7b,313.0,92
T3-05,T3,clean,English,mistral_7b_v0.1,107.0,92
T3-05,T3,clean,Bengali,mistral_7b_v0.1,534.0,92
T3-05,T3,clean,Hindi,mistral_7b_v0.1,502.0,92
T3-05,T3,clean,Arabic,mistral_7b_v0.1,355.0,92
T3-05,T3,clean,Tamil,mistral_7b_v0.1,678.0,92
T3-05,T3,clean,Yoruba,mistral_7b_v0.1,343.0,92
T3-06,T3,clean,English,tiktoken_o200k,95.0,86
T3-06,T3,clean,Bengali,tiktoken_o200k,168.0,86
T3-06,T3,clean,Hindi,tiktoken_o200k,151.0,86
T3-06,T3,clean,Arabic,tiktoken_o200k,137.0,86
T3-06,T3,clean,Tamil,tiktoken_o200k,209.0,86
T3-06,T3,clean,Yoruba,tiktoken_o200k,260.0,86
T3-06,T3,clean,English,qwen2.5_7b,95.0,86
T3-06,T3,clean,Bengali,qwen2.5_7b,510.0,86
T3-06,T3,clean,Hindi,qwen2.5_7b,400.0,86
T3-06,T3,clean,Arabic,qwen2.5_7b,163.0,86
T3-06,T3,clean,Tamil,qwen2.5_7b,659.0,86
T3-06,T3,clean,Yoruba,qwen2.5_7b,346.0,86
T3-06,T3,clean,English,mistral_7b_v0.1,98.0,86
T3-06,T3,clean,Bengali,mistral_7b_v0.1,502.0,86
T3-06,T3,clean,Hindi,mistral_7b_v0.1,457.0,86
T3-06,T3,clean,Arabic,mistral_7b_v0.1,382.0,86
T3-06,T3,clean,Tamil,mistral_7b_v0.1,697.0,86
T3-06,T3,clean,Yoruba,mistral_7b_v0.1,395.0,86
T3-07,T3,clean,English,tiktoken_o200k,114.0,101
T3-07,T3,clean,Bengali,tiktoken_o200k,211.0,101
T3-07,T3,clean,Hindi,tiktoken_o200k,183.0,101
T3-07,T3,clean,Arabic,tiktoken_o200k,152.0,101
T3-07,T3,clean,Tamil,tiktoken_o200k,233.0,101
T3-07,T3,clean,Yoruba,tiktoken_o200k,150.0,101
T3-07,T3,clean,English,qwen2.5_7b,114.0,101
T3-07,T3,clean,Bengali,qwen2.5_7b,637.0,101
T3-07,T3,clean,Hindi,qwen2.5_7b,494.0,101
T3-07,T3,clean,Arabic,qwen2.5_7b,184.0,101
T3-07,T3,clean,Tamil,qwen2.5_7b,757.0,101
T3-07,T3,clean,Yoruba,qwen2.5_7b,246.0,101
T3-07,T3,clean,English,mistral_7b_v0.1,115.0,101
T3-07,T3,clean,Bengali,mistral_7b_v0.1,628.0,101
T3-07,T3,clean,Hindi,mistral_7b_v0.1,545.0,101
T3-07,T3,clean,Arabic,mistral_7b_v0.1,422.0,101
T3-07,T3,clean,Tamil,mistral_7b_v0.1,839.0,101
T3-07,T3,clean,Yoruba,mistral_7b_v0.1,288.0,101
T3-08,T3,clean,English,tiktoken_o200k,104.0,91
T3-08,T3,clean,Bengali,tiktoken_o200k,176.0,91
T3-08,T3,clean,Hindi,tiktoken_o200k,157.0,91
T3-08,T3,clean,Arabic,tiktoken_o200k,140.0,91
T3-08,T3,clean,Tamil,tiktoken_o200k,214.0,91
T3-08,T3,clean,Yoruba,tiktoken_o200k,261.0,91
T3-08,T3,clean,English,qwen2.5_7b,104.0,91
T3-08,T3,clean,Bengali,qwen2.5_7b,528.0,91
T3-08,T3,clean,Hindi,qwen2.5_7b,436.0,91
T3-08,T3,clean,Arabic,qwen2.5_7b,169.0,91
T3-08,T3,clean,Tamil,qwen2.5_7b,690.0,91
T3-08,T3,clean,Yoruba,qwen2.5_7b,360.0,91
T3-08,T3,clean,English,mistral_7b_v0.1,109.0,91
T3-08,T3,clean,Bengali,mistral_7b_v0.1,528.0,91
T3-08,T3,clean,Hindi,mistral_7b_v0.1,474.0,91
T3-08,T3,clean,Arabic,mistral_7b_v0.1,373.0,91
T3-08,T3,clean,Tamil,mistral_7b_v0.1,722.0,91
T3-08,T3,clean,Yoruba,mistral_7b_v0.1,381.0,91
T3-09,T3,clean,English,tiktoken_o200k,103.0,91
T3-09,T3,clean,Bengali,tiktoken_o200k,175.0,91
T3-09,T3,clean,Hindi,tiktoken_o200k,165.0,91
T3-09,T3,clean,Arabic,tiktoken_o200k,145.0,91
T3-09,T3,clean,Tamil,tiktoken_o200k,209.0,91
T3-09,T3,clean,Yoruba,tiktoken_o200k,238.0,91
T3-09,T3,clean,English,qwen2.5_7b,103.0,91
T3-09,T3,clean,Bengali,qwen2.5_7b,565.0,91
T3-09,T3,clean,Hindi,qwen2.5_7b,483.0,91
T3-09,T3,clean,Arabic,qwen2.5_7b,173.0,91
T3-09,T3,clean,Tamil,qwen2.5_7b,738.0,91
T3-09,T3,clean,Yoruba,qwen2.5_7b,352.0,91
T3-09,T3,clean,English,mistral_7b_v0.1,108.0,91
T3-09,T3,clean,Bengali,mistral_7b_v0.1,570.0,91
T3-09,T3,clean,Hindi,mistral_7b_v0.1,547.0,91
T3-09,T3,clean,Arabic,mistral_7b_v0.1,391.0,91
T3-09,T3,clean,Tamil,mistral_7b_v0.1,770.0,91
T3-09,T3,clean,Yoruba,mistral_7b_v0.1,388.0,91
T3-10,T3,clean,English,tiktoken_o200k,113.0,105
T3-10,T3,clean,Bengali,tiktoken_o200k,196.0,105
T3-10,T3,clean,Hindi,tiktoken_o200k,197.0,105
T3-10,T3,clean,Arabic,tiktoken_o200k,139.0,105
T3-10,T3,clean,Tamil,tiktoken_o200k,271.0,105
T3-10,T3,clean,Yoruba,tiktoken_o200k,157.0,105
T3-10,T3,clean,English,qwen2.5_7b,113.0,105
T3-10,T3,clean,Bengali,qwen2.5_7b,602.0,105
T3-10,T3,clean,Hindi,qwen2.5_7b,593.0,105
T3-10,T3,clean,Arabic,qwen2.5_7b,171.0,105
T3-10,T3,clean,Tamil,qwen2.5_7b,757.0,105
T3-10,T3,clean,Yoruba,qwen2.5_7b,221.0,105
T3-10,T3,clean,English,mistral_7b_v0.1,115.0,105
T3-10,T3,clean,Bengali,mistral_7b_v0.1,644.0,105
T3-10,T3,clean,Hindi,mistral_7b_v0.1,647.0,105
T3-10,T3,clean,Arabic,mistral_7b_v0.1,390.0,105
T3-10,T3,clean,Tamil,mistral_7b_v0.1,821.0,105
T3-10,T3,clean,Yoruba,mistral_7b_v0.1,260.0,105
T3-11,T3,clean,English,tiktoken_o200k,112.0,103
T3-11,T3,clean,Bengali,tiktoken_o200k,200.0,103
T3-11,T3,clean,Hindi,tiktoken_o200k,188.0,103
T3-11,T3,clean,Arabic,tiktoken_o200k,145.0,103
T3-11,T3,clean,Tamil,tiktoken_o200k,231.0,103
T3-11,T3,clean,Yoruba,tiktoken_o200k,259.0,103
T3-11,T3,clean,English,qwen2.5_7b,112.0,103
T3-11,T3,clean,Bengali,qwen2.5_7b,614.0,103
T3-11,T3,clean,Hindi,qwen2.5_7b,545.0,103
T3-11,T3,clean,Arabic,qwen2.5_7b,167.0,103
T3-11,T3,clean,Tamil,qwen2.5_7b,783.0,103
T3-11,T3,clean,Yoruba,qwen2.5_7b,356.0,103
T3-11,T3,clean,English,mistral_7b_v0.1,112.0,103
T3-11,T3,clean,Bengali,mistral_7b_v0.1,623.0,103
T3-11,T3,clean,Hindi,mistral_7b_v0.1,611.0,103
T3-11,T3,clean,Arabic,mistral_7b_v0.1,401.0,103
T3-11,T3,clean,Tamil,mistral_7b_v0.1,825.0,103
T3-11,T3,clean,Yoruba,mistral_7b_v0.1,434.0,103
T3-12,T3,clean,English,tiktoken_o200k,108.0,95
T3-12,T3,clean,Bengali,tiktoken_o200k,204.0,95
T3-12,T3,clean,Hindi,tiktoken_o200k,204.0,95
T3-12,T3,clean,Arabic,tiktoken_o200k,153.0,95
T3-12,T3,clean,Tamil,tiktoken_o200k,217.0,95
T3-12,T3,clean,Yoruba,tiktoken_o200k,269.0,95
T3-12,T3,clean,English,qwen2.5_7b,108.0,95
T3-12,T3,clean,Bengali,qwen2.5_7b,580.0,95
T3-12,T3,clean,Hindi,qwen2.5_7b,564.0,95
T3-12,T3,clean,Arabic,qwen2.5_7b,185.0,95
T3-12,T3,clean,Tamil,qwen2.5_7b,721.0,95
T3-12,T3,clean,Yoruba,qwen2.5_7b,368.0,95
T3-12,T3,clean,English,mistral_7b_v0.1,111.0,95
T3-12,T3,clean,Bengali,mistral_7b_v0.1,599.0,95
T3-12,T3,clean,Hindi,mistral_7b_v0.1,641.0,95
T3-12,T3,clean,Arabic,mistral_7b_v0.1,419.0,95
T3-12,T3,clean,Tamil,mistral_7b_v0.1,747.0,95
T3-12,T3,clean,Yoruba,mistral_7b_v0.1,428.0,95
T3-13,T3,clean,English,tiktoken_o200k,102.0,86
T3-13,T3,clean,Bengali,tiktoken_o200k,205.0,86
T3-13,T3,clean,Hindi,tiktoken_o200k,170.0,86
T3-13,T3,clean,Arabic,tiktoken_o200k,156.0,86
T3-13,T3,clean,Tamil,tiktoken_o200k,219.0,86
T3-13,T3,clean,Yoruba,tiktoken_o200k,124.0,86
T3-13,T3,clean,English,qwen2.5_7b,102.0,86
T3-13,T3,clean,Bengali,qwen2.5_7b,563.0,86
T3-13,T3,clean,Hindi,qwen2.5_7b,477.0,86
T3-13,T3,clean,Arabic,qwen2.5_7b,198.0,86
T3-13,T3,clean,Tamil,qwen2.5_7b,708.0,86
T3-13,T3,clean,Yoruba,qwen2.5_7b,176.0,86
T3-13,T3,clean,English,mistral_7b_v0.1,108.0,86
T3-13,T3,clean,Bengali,mistral_7b_v0.1,582.0,86
T3-13,T3,clean,Hindi,mistral_7b_v0.1,542.0,86
T3-13,T3,clean,Arabic,mistral_7b_v0.1,416.0,86
T3-13,T3,clean,Tamil,mistral_7b_v0.1,762.0,86
T3-13,T3,clean,Yoruba,mistral_7b_v0.1,193.0,86
T3-14,T3,clean,English,tiktoken_o200k,122.0,103
T3-14,T3,clean,Bengali,tiktoken_o200k,231.0,103
T3-14,T3,clean,Hindi,tiktoken_o200k,199.0,103
T3-14,T3,clean,Arabic,tiktoken_o200k,167.0,103
T3-14,T3,clean,Tamil,tiktoken_o200k,276.0,103
T3-14,T3,clean,Yoruba,tiktoken_o200k,368.0,103
T3-14,T3,clean,English,qwen2.5_7b,122.0,103
T3-14,T3,clean,Bengali,qwen2.5_7b,664.0,103
T3-14,T3,clean,Hindi,qwen2.5_7b,543.0,103
T3-14,T3,clean,Arabic,qwen2.5_7b,196.0,103
T3-14,T3,clean,Tamil,qwen2.5_7b,870.0,103
T3-14,T3,clean,Yoruba,qwen2.5_7b,471.0,103
T3-14,T3,clean,English,mistral_7b_v0.1,130.0,103
T3-14,T3,clean,Bengali,mistral_7b_v0.1,657.0,103
T3-14,T3,clean,Hindi,mistral_7b_v0.1,618.0,103
T3-14,T3,clean,Arabic,mistral_7b_v0.1,442.0,103
T3-14,T3,clean,Tamil,mistral_7b_v0.1,935.0,103
T3-14,T3,clean,Yoruba,mistral_7b_v0.1,513.0,103
T3-15,T3,clean,English,tiktoken_o200k,102.0,93
T3-15,T3,clean,Bengali,tiktoken_o200k,186.0,93
T3-15,T3,clean,Hindi,tiktoken_o200k,171.0,93
T3-15,T3,clean,Arabic,tiktoken_o200k,137.0,93
T3-15,T3,clean,Tamil,tiktoken_o200k,210.0,93
T3-15,T3,clean,Yoruba,tiktoken_o200k,234.0,93
T3-15,T3,clean,English,qwen2.5_7b,102.0,93
T3-15,T3,clean,Bengali,qwen2.5_7b,582.0,93
T3-15,T3,clean,Hindi,qwen2.5_7b,490.0,93
T3-15,T3,clean,Arabic,qwen2.5_7b,168.0,93
T3-15,T3,clean,Tamil,qwen2.5_7b,714.0,93
T3-15,T3,clean,Yoruba,qwen2.5_7b,306.0,93
T3-15,T3,clean,English,mistral_7b_v0.1,104.0,93
T3-15,T3,clean,Bengali,mistral_7b_v0.1,599.0,93
T3-15,T3,clean,Hindi,mistral_7b_v0.1,572.0,93
T3-15,T3,clean,Arabic,mistral_7b_v0.1,385.0,93
T3-15,T3,clean,Tamil,mistral_7b_v0.1,741.0,93
T3-15,T3,clean,Yoruba,mistral_7b_v0.1,356.0,93
T3-16,T3,clean,English,tiktoken_o200k,123.0,115
T3-16,T3,clean,Bengali,tiktoken_o200k,228.0,115
T3-16,T3,clean,Hindi,tiktoken_o200k,236.0,115
T3-16,T3,clean,Arabic,tiktoken_o200k,159.0,115
T3-16,T3,clean,Tamil,tiktoken_o200k,259.0,115
T3-16,T3,clean,Yoruba,tiktoken_o200k,311.0,115
T3-16,T3,clean,English,qwen2.5_7b,123.0,115
T3-16,T3,clean,Bengali,qwen2.5_7b,774.0,115
T3-16,T3,clean,Hindi,qwen2.5_7b,674.0,115
T3-16,T3,clean,Arabic,qwen2.5_7b,184.0,115
T3-16,T3,clean,Tamil,qwen2.5_7b,763.0,115
T3-16,T3,clean,Yoruba,qwen2.5_7b,396.0,115
T3-16,T3,clean,English,mistral_7b_v0.1,126.0,115
T3-16,T3,clean,Bengali,mistral_7b_v0.1,774.0,115
T3-16,T3,clean,Hindi,mistral_7b_v0.1,753.0,115
T3-16,T3,clean,Arabic,mistral_7b_v0.1,500.0,115
T3-16,T3,clean,Tamil,mistral_7b_v0.1,810.0,115
T3-16,T3,clean,Yoruba,mistral_7b_v0.1,424.0,115
T3-17,T3,clean,English,tiktoken_o200k,107.0,98
T3-17,T3,clean,Bengali,tiktoken_o200k,201.0,98
T3-17,T3,clean,Hindi,tiktoken_o200k,180.0,98
T3-17,T3,clean,Arabic,tiktoken_o200k,168.0,98
T3-17,T3,clean,Tamil,tiktoken_o200k,234.0,98
T3-17,T3,clean,Yoruba,tiktoken_o200k,276.0,98
T3-17,T3,clean,English,qwen2.5_7b,107.0,98
T3-17,T3,clean,Bengali,qwen2.5_7b,573.0,98
T3-17,T3,clean,Hindi,qwen2.5_7b,504.0,98
T3-17,T3,clean,Arabic,qwen2.5_7b,196.0,98
T3-17,T3,clean,Tamil,qwen2.5_7b,737.0,98
T3-17,T3,clean,Yoruba,qwen2.5_7b,365.0,98
T3-17,T3,clean,English,mistral_7b_v0.1,109.0,98
T3-17,T3,clean,Bengali,mistral_7b_v0.1,585.0,98
T3-17,T3,clean,Hindi,mistral_7b_v0.1,564.0,98
T3-17,T3,clean,Arabic,mistral_7b_v0.1,457.0,98
T3-17,T3,clean,Tamil,mistral_7b_v0.1,755.0,98
T3-17,T3,clean,Yoruba,mistral_7b_v0.1,412.0,98
T3-18,T3,clean,English,tiktoken_o200k,107.0,90
T3-18,T3,clean,Bengali,tiktoken_o200k,186.0,90
T3-18,T3,clean,Hindi,tiktoken_o200k,176.0,90
T3-18,T3,clean,Arabic,tiktoken_o200k,131.0,90
T3-18,T3,clean,Tamil,tiktoken_o200k,188.0,90
T3-18,T3,clean,Yoruba,tiktoken_o200k,219.0,90
T3-18,T3,clean,English,qwen2.5_7b,107.0,90
T3-18,T3,clean,Bengali,qwen2.5_7b,540.0,90
T3-18,T3,clean,Hindi,qwen2.5_7b,496.0,90
T3-18,T3,clean,Arabic,qwen2.5_7b,161.0,90
T3-18,T3,clean,Tamil,qwen2.5_7b,629.0,90
T3-18,T3,clean,Yoruba,qwen2.5_7b,279.0,90
T3-18,T3,clean,English,mistral_7b_v0.1,111.0,90
T3-18,T3,clean,Bengali,mistral_7b_v0.1,552.0,90
T3-18,T3,clean,Hindi,mistral_7b_v0.1,546.0,90
T3-18,T3,clean,Arabic,mistral_7b_v0.1,407.0,90
T3-18,T3,clean,Tamil,mistral_7b_v0.1,638.0,90
T3-18,T3,clean,Yoruba,mistral_7b_v0.1,312.0,90
T3-19,T3,clean,English,tiktoken_o200k,120.0,100
T3-19,T3,clean,Bengali,tiktoken_o200k,230.0,100
T3-19,T3,clean,Hindi,tiktoken_o200k,180.0,100
T3-19,T3,clean,Arabic,tiktoken_o200k,174.0,100
T3-19,T3,clean,Tamil,tiktoken_o200k,269.0,100
T3-19,T3,clean,Yoruba,tiktoken_o200k,335.0,100
T3-19,T3,clean,English,qwen2.5_7b,121.0,100
T3-19,T3,clean,Bengali,qwen2.5_7b,721.0,100
T3-19,T3,clean,Hindi,qwen2.5_7b,533.0,100
T3-19,T3,clean,Arabic,qwen2.5_7b,206.0,100
T3-19,T3,clean,Tamil,qwen2.5_7b,894.0,100
T3-19,T3,clean,Yoruba,qwen2.5_7b,430.0,100
T3-19,T3,clean,English,mistral_7b_v0.1,133.0,100
T3-19,T3,clean,Bengali,mistral_7b_v0.1,719.0,100
T3-19,T3,clean,Hindi,mistral_7b_v0.1,595.0,100
T3-19,T3,clean,Arabic,mistral_7b_v0.1,477.0,100
T3-19,T3,clean,Tamil,mistral_7b_v0.1,912.0,100
T3-19,T3,clean,Yoruba,mistral_7b_v0.1,481.0,100
T3-20,T3,clean,English,tiktoken_o200k,112.0,98
T3-20,T3,clean,Bengali,tiktoken_o200k,188.0,98
T3-20,T3,clean,Hindi,tiktoken_o200k,169.0,98
T3-20,T3,clean,Arabic,tiktoken_o200k,135.0,98
T3-20,T3,clean,Tamil,tiktoken_o200k,198.0,98
T3-20,T3,clean,Yoruba,tiktoken_o200k,270.0,98
T3-20,T3,clean,English,qwen2.5_7b,113.0,98
T3-20,T3,clean,Bengali,qwen2.5_7b,587.0,98
T3-20,T3,clean,Hindi,qwen2.5_7b,543.0,98
T3-20,T3,clean,Arabic,qwen2.5_7b,169.0,98
T3-20,T3,clean,Tamil,qwen2.5_7b,728.0,98
T3-20,T3,clean,Yoruba,qwen2.5_7b,338.0,98
T3-20,T3,clean,English,mistral_7b_v0.1,121.0,98
T3-20,T3,clean,Bengali,mistral_7b_v0.1,624.0,98
T3-20,T3,clean,Hindi,mistral_7b_v0.1,593.0,98
T3-20,T3,clean,Arabic,mistral_7b_v0.1,407.0,98
T3-20,T3,clean,Tamil,mistral_7b_v0.1,752.0,98
T3-20,T3,clean,Yoruba,mistral_7b_v0.1,370.0,98
